asset_id,asset_class,source_layer,source_id,shape,diameter_m,width_m,height_m,barrels,slope_used,slope_basis,roughness_n,area_m2,data_capacity_m3s,nominal_fallback_m3s,capacity_method,best_guess_capacity_m3s,partial_blockage_capacity_m3s,post_widening_capacity_m3s,confidence,basis,dimension_refinement_note,dimension_provider,dimension_source_method,dimension_source_reference,topology_connected_local_count,topology_connected_mcg_local_count,topology_connected_local_capacity_sum_m3s,topology_connected_local_capacity_median_m3s,topology_connected_mcg_local_capacity_median_m3s,topology_capacity_floor_m3s,topology_capacity_floor_basis,topology_downstream_endpoint_closer_to_main_leg,topology_endpoint_elevation_drop_m,topology_endpoint_distance_change_to_main_leg_m,topology_flow_orientation_note,topology_capacity_check,topology_suggested_capacity_m3s,topology_model_capacity_m3s
SWD-LINE-1940,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1940,circular pipe,0.4,,,1.0,0.00597,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.161,,source-data Manning estimate,0.161,0.097,0.185,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1940,,,,,,,,False,0.717,-53.287,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.161
SWD-LINE-1931,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1931,circular pipe,0.45,,,1.0,0.0017,surface slope proxy; replace with surveyed invert slope,0.013,0.159,0.118,,source-data Manning estimate,0.118,0.071,0.136,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1931,,,,,,,,False,1.882,-321.761,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.118
SWD-LINE-1953,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1953,circular pipe,0.4,,,1.0,0.00321,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.118,,source-data Manning estimate,0.118,0.071,0.136,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1953,,,,,,,,True,0.03,148.669,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.118
SWD-LINE-1954,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1954,circular pipe,0.4,,,1.0,0.00419,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.135,,source-data Manning estimate,0.135,0.081,0.155,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1954,,,,,,,,False,0.602,-101.995,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.135
SWD-LINE-1987,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1987,circular pipe,0.4,,,1.0,0.01018,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.21,,source-data Manning estimate,0.21,0.126,0.241,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1987,,,,,,,,False,0.336,-41.427,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.21
SWD-LINE-1988,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1988,circular pipe,0.4,,,1.0,0.00642,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.167,,source-data Manning estimate,0.167,0.1,0.192,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1988,,,,,,,,True,0.018,61.521,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.167
SWD-LINE-1985,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1985,circular pipe,0.4,,,1.0,0.01358,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.243,,source-data Manning estimate,0.243,0.146,0.279,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1985,,,,,,,,False,0.536,-174.778,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.243
SWD-LINE-1986,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1986,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1986,,,,,,,,False,0.248,-58.359,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.081
SWD-LINE-1984,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1984,circular pipe,0.4,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.057,,source-data Manning estimate,0.057,0.034,0.066,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1984,,,,,,,,False,0.778,-196.123,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.057
SWD-LINE-1924,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1924,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1924,,,,,,,,False,0.084,-26.331,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.081
SWD-LINE-1927,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1927,circular pipe,0.4,,,1.0,0.01192,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.227,,source-data Manning estimate,0.227,0.136,0.261,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1927,,,,,,,,False,0.077,-72.388,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.227
SWD-LINE-1925,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1925,circular pipe,0.4,,,1.0,0.00727,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.178,,source-data Manning estimate,0.178,0.107,0.205,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1925,,,,,,,,False,0.203,-85.407,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.178
SWD-LINE-1932,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1932,circular pipe,0.45,,,1.0,0.0025,surface slope proxy; replace with surveyed invert slope,0.013,0.159,0.143,,source-data Manning estimate,0.143,0.086,0.164,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1932,,,,,,,,False,1.939,-308.808,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.143
SWD-LINE-1964,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1964,circular pipe,0.4,,,1.0,0.0012,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.072,,source-data Manning estimate,0.072,0.043,0.083,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1964,,,,,,,,True,0.055,135.728,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.072
SWD-LINE-1963,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1963,circular pipe,0.4,,,1.0,0.00127,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.074,,source-data Manning estimate,0.074,0.044,0.085,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1963,,,,,,,,False,0.056,-148.92,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.074
SWD-LINE-1965,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1965,circular pipe,0.4,,,1.0,0.00335,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.121,,source-data Manning estimate,0.121,0.073,0.139,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1965,,,,,,,,True,0.003,97.447,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.121
SWD-LINE-1966,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1966,circular pipe,0.4,,,1.0,0.00715,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.176,,source-data Manning estimate,0.176,0.106,0.202,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1966,,,,,,,,True,0.107,48.735,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.176
SWD-LINE-1967,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1967,circular pipe,0.4,,,1.0,0.00326,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.119,,source-data Manning estimate,0.119,0.071,0.137,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1967,,,,,,,,False,0.318,-90.073,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.119
SWD-LINE-1971,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1971,circular pipe,0.4,,,1.0,0.00297,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.113,,source-data Manning estimate,0.113,0.068,0.13,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1971,,,,,,,,False,0.533,-56.549,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.113
SWD-LINE-1974,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1974,circular pipe,0.4,,,1.0,0.01555,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.26,,source-data Manning estimate,0.26,0.156,0.299,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1974,,,,,,,,False,0.201,-57.075,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.26
SWD-LINE-1975,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1975,circular pipe,0.4,,,1.0,0.00881,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.195,,source-data Manning estimate,0.195,0.117,0.224,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1975,,,,,,,,False,0.48,-37.53,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.195
SWD-LINE-1972,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1972,circular pipe,0.4,,,1.0,0.00294,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.113,,source-data Manning estimate,0.113,0.068,0.13,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1972,,,,,,,,True,0.269,132.161,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.113
SWD-LINE-1973,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1973,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1973,,,,,,,,False,0.073,-47.178,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.081
SWD-LINE-1976,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1976,circular pipe,0.4,,,1.0,0.00108,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.069,,source-data Manning estimate,0.069,0.041,0.079,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1976,,,,,,,,True,0.258,68.011,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.069
SWD-LINE-31,local storm drain,STORM_WATER_DRAIN,SWD-LINE-31,circular pipe,0.4,,,1.0,0.00344,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.122,,source-data Manning estimate,0.122,0.073,0.14,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-31,,,,,,,,False,0.123,-127.993,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.122
SWD-LINE-1695,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1695,circular pipe,0.4,,,1.0,0.00344,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.122,,source-data Manning estimate,0.122,0.073,0.14,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1695,,,,,,,,False,0.123,-127.993,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.122
SWD-LINE-32,local storm drain,STORM_WATER_DRAIN,SWD-LINE-32,circular pipe,0.4,,,1.0,0.00371,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.127,,source-data Manning estimate,0.127,0.076,0.146,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-32,,,,,,,,True,0.068,23.461,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.127
SWD-LINE-1696,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1696,circular pipe,0.4,,,1.0,0.00371,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.127,,source-data Manning estimate,0.127,0.076,0.146,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1696,,,,,,,,True,0.068,23.461,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.127
SWD-LINE-1970,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1970,circular pipe,0.4,,,1.0,0.00222,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.098,,source-data Manning estimate,0.098,0.059,0.113,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1970,,,,,,,,False,0.3,-43.032,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.098
SWD-LINE-33,local storm drain,STORM_WATER_DRAIN,SWD-LINE-33,circular pipe,0.4,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.057,,source-data Manning estimate,0.057,0.034,0.066,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-33,,,,,,,,True,0.113,48.147,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.057
SWD-LINE-1697,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1697,circular pipe,0.4,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.057,,source-data Manning estimate,0.057,0.034,0.066,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1697,,,,,,,,True,0.113,48.147,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.057
SWD-LINE-1694,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1694,circular pipe,0.4,,,1.0,0.00352,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.124,,source-data Manning estimate,0.124,0.074,0.143,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1694,,,,,,,,False,1.225,-75.804,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.124
SWD-LINE-1983,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1983,circular pipe,0.4,,,1.0,0.00125,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.074,,source-data Manning estimate,0.074,0.044,0.085,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1983,,,,,,,,False,0.391,-184.722,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.074
SWD-LINE-1968,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1968,circular pipe,0.4,,,1.0,0.00454,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.14,,source-data Manning estimate,0.14,0.084,0.161,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1968,,,,,,,,False,1.122,-530.193,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.14
SWD-LINE-1982,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1982,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1982,,,,,,,,True,0.04,50.083,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.081
SWD-LINE-1977,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1977,circular pipe,0.4,,,1.0,0.00249,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.104,,source-data Manning estimate,0.104,0.062,0.12,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1977,,,,,,,,True,0.225,53.404,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.104
SWD-LINE-1978,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1978,circular pipe,0.4,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.057,,source-data Manning estimate,0.057,0.034,0.066,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1978,,,,,,,,False,0.098,-27.825,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.057
SWD-LINE-1980,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1980,circular pipe,0.4,,,1.0,0.00536,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.152,,source-data Manning estimate,0.152,0.091,0.175,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1980,,,,,,,,True,0.273,42.155,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.152
SWD-LINE-1979,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1979,circular pipe,0.4,,,1.0,0.01597,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.263,,source-data Manning estimate,0.263,0.158,0.302,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1979,,,,,,,,False,0.15,-60.148,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.263
SWD-LINE-1981,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1981,circular pipe,0.4,,,1.0,0.00753,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.181,,source-data Manning estimate,0.181,0.109,0.208,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1981,,,,,,,,True,0.155,51.105,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.181
SWD-LINE-716,local storm drain,STORM_WATER_DRAIN,SWD-LINE-716,circular pipe,0.25,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.049,0.016,,source-data Manning estimate,0.016,0.01,0.018,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-716,,,,,,,,True,0.06,31.543,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.016
SWD-LINE-2214,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2214,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2214,,,,,,,,True,0.338,38.329,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.081
SWD-LINE-2,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2,circular pipe,0.6,,,1.0,0.00229,surface slope proxy; replace with surveyed invert slope,0.013,0.283,0.294,,source-data Manning estimate,0.294,0.176,0.338,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2,,,,,,,,True,0.864,65.832,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.294
SWD-LINE-11,local storm drain,STORM_WATER_DRAIN,SWD-LINE-11,circular pipe,0.4,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.057,,source-data Manning estimate,0.057,0.034,0.066,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-11,,,,,,,,True,0.463,89.488,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.057
SWD-LINE-13,local storm drain,STORM_WATER_DRAIN,SWD-LINE-13,circular pipe,0.4,,,1.0,0.00236,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.101,,source-data Manning estimate,0.101,0.061,0.116,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-13,,,,,,,,True,0.746,69.149,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.101
SWD-LINE-12,local storm drain,STORM_WATER_DRAIN,SWD-LINE-12,circular pipe,0.4,,,1.0,0.00492,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.146,,source-data Manning estimate,0.146,0.088,0.168,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-12,,,,,,,,True,0.407,239.821,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.146
SWD-LINE-20,local storm drain,STORM_WATER_DRAIN,SWD-LINE-20,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-20,,,,,,,,False,0.135,-50.446,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.081
SWD-LINE-14,local storm drain,STORM_WATER_DRAIN,SWD-LINE-14,circular pipe,0.4,,,1.0,0.00977,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.206,,source-data Manning estimate,0.206,0.124,0.237,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-14,,,,,,,,True,0.048,27.604,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.206
SWD-LINE-15,local storm drain,STORM_WATER_DRAIN,SWD-LINE-15,circular pipe,0.4,,,1.0,0.00953,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.203,,source-data Manning estimate,0.203,0.122,0.233,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-15,,,,,,,,True,0.02,28.227,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.203
SWD-LINE-16,local storm drain,STORM_WATER_DRAIN,SWD-LINE-16,circular pipe,0.4,,,1.0,0.00453,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.14,,source-data Manning estimate,0.14,0.084,0.161,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-16,,,,,,,,False,0.021,-26.636,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.14
SWD-LINE-17,local storm drain,STORM_WATER_DRAIN,SWD-LINE-17,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-17,,,,,,,,True,0.018,78.399,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.081
SWD-LINE-18,local storm drain,STORM_WATER_DRAIN,SWD-LINE-18,circular pipe,0.4,,,1.0,0.01066,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.215,,source-data Manning estimate,0.215,0.129,0.247,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-18,,,,,,,,False,0.194,-64.263,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.215
SWD-LINE-1926,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1926,circular pipe,0.4,,,1.0,0.00099,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.066,,source-data Manning estimate,0.066,0.04,0.076,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1926,,,,,,,,False,0.377,-55.869,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.066
